date,min,max,avg,condition
1/2/2017,53.2,58.7,56.3,Partially cloudy
1/3/2017,51.6,60.7,56.1,Partially cloudy
1/4/2017,49.3,64.6,56.6,Partially cloudy
1/5/2017,56.3,63.8,58.2,"Rain, Partially cloudy"
1/6/2017,53.4,63.4,57.6,Partially cloudy
1/7/2017,51.9,70.1,59.7,Partially cloudy
1/8/2017,53.9,73.2,62.9,Partially cloudy
1/9/2017,57.6,61.9,60.3,"Rain, Partially cloudy"
1/10/2017,54.8,64.3,58.9,Partially cloudy
1/11/2017,55.4,59.9,57.9,"Rain, Partially cloudy"
1/12/2017,54.7,60.8,57,"Rain, Partially cloudy"
1/13/2017,52.9,58.7,55.9,"Rain, Partially cloudy"
1/14/2017,52.8,62.6,57.4,Partially cloudy
1/15/2017,54.5,61.7,57.6,Partially cloudy
1/16/2017,52.9,62.7,57.2,Partially cloudy
1/17/2017,49.7,64.5,56.5,Partially cloudy
1/18/2017,50.5,61.7,55.9,Partially cloudy
1/19/2017,56.2,63.5,58.7,"Rain, Partially cloudy"
1/20/2017,53.9,58.7,56.3,"Rain, Partially cloudy"
1/21/2017,53.1,60.1,56.5,"Rain, Partially cloudy"
1/22/2017,52.6,60.7,56.8,"Rain, Partially cloudy"
1/23/2017,51.8,59.7,55.5,"Rain, Partially cloudy"
1/24/2017,48.4,56.6,52.4,"Rain, Partially cloudy"
1/25/2017,45.5,59.6,51.7,Clear
1/26/2017,43.7,59.8,52.4,Clear
1/27/2017,44.7,64.3,54.9,Clear
1/28/2017,43.7,67.4,55.3,Clear
1/29/2017,45.7,74.8,59.4,Clear
1/30/2017,49.9,75.6,62.3,Clear
1/31/2017,51.3,69.2,58.2,Partially cloudy
2/1/2017,47.1,63.4,54.3,Partially cloudy
2/2/2017,50.5,68.7,58,Partially cloudy
2/3/2017,54.5,67.3,59.9,Partially cloudy
2/4/2017,56.7,64.9,60.2,Partially cloudy
2/5/2017,55.1,60.5,57.6,Overcast
2/6/2017,56.3,59.9,58.3,"Rain, Overcast"
2/7/2017,59.7,66.5,62.3,"Rain, Overcast"
2/8/2017,57.5,66.7,62.1,Partially cloudy
2/9/2017,56.9,69.5,60.5,Partially cloudy
2/10/2017,57.6,65.4,60.4,Partially cloudy
2/11/2017,57.5,61.9,59.7,"Rain, Partially cloudy"
2/12/2017,52,65.6,59.4,Partially cloudy
2/13/2017,53,67.1,60.1,Partially cloudy
2/14/2017,57.3,63.5,59.7,Partially cloudy
2/15/2017,53.2,69.3,59.8,Partially cloudy
2/16/2017,52.9,66.6,59.3,Partially cloudy
2/17/2017,53,63.6,58.9,"Rain, Partially cloudy"
2/18/2017,53.6,60.5,56.8,"Rain, Partially cloudy"
2/19/2017,55.1,60.6,57.5,"Rain, Partially cloudy"
2/20/2017,55.6,67.3,60.3,Partially cloudy
2/21/2017,55.4,71.6,61.4,Partially cloudy
2/22/2017,55.7,62.6,59.1,Partially cloudy
2/23/2017,52.1,60.4,56.5,Partially cloudy
2/24/2017,46.5,61.5,54.3,Partially cloudy
2/25/2017,46.4,61.6,54.4,Partially cloudy
2/26/2017,52.7,57.5,55.3,"Rain, Partially cloudy"
2/27/2017,53.8,58.6,56.8,"Rain, Overcast"
2/28/2017,52.8,59.7,56.2,"Rain, Partially cloudy"
3/1/2017,48.6,68.6,58.7,Clear
3/2/2017,50.4,73.7,61.9,Clear
3/3/2017,50.7,75.6,62.9,Partially cloudy
3/4/2017,52.9,62.7,58.2,Partially cloudy
3/5/2017,55.6,62.5,58,"Rain, Partially cloudy"
3/6/2017,51.9,60.6,56.3,Partially cloudy
3/7/2017,47.9,65.8,58.1,Partially cloudy
3/8/2017,53.4,73.7,62.6,Partially cloudy
3/9/2017,54.8,77.3,64.7,Partially cloudy
3/10/2017,56.3,75.7,65.6,Partially cloudy
3/11/2017,56.2,66.3,61,Partially cloudy
3/12/2017,55.6,66.6,59.2,Partially cloudy
3/13/2017,54.7,66.6,59.7,Partially cloudy
3/14/2017,54,79.5,64.2,Partially cloudy
3/15/2017,60.9,74.5,65,Partially cloudy
3/16/2017,58.7,68.8,62.7,Partially cloudy
3/17/2017,56.7,67.2,60.3,Partially cloudy
3/18/2017,55.7,69,60.7,Partially cloudy
3/19/2017,56.7,66.4,61.1,Partially cloudy
3/20/2017,59.7,66.4,62,Partially cloudy
3/21/2017,57,70,63.2,Partially cloudy
3/22/2017,58.7,65.3,61.8,"Rain, Partially cloudy"
3/23/2017,57.5,65.2,60.4,Partially cloudy
3/24/2017,52.8,66.5,60,Clear
3/25/2017,56.1,68.4,62.2,Partially cloudy
3/26/2017,58.9,65.8,61.7,Partially cloudy
3/27/2017,59.3,66.5,62.1,Partially cloudy
3/28/2017,55.3,70.6,62.7,Partially cloudy
3/29/2017,55.6,76.8,66.4,Clear
3/30/2017,57.3,65.1,61.5,Partially cloudy
3/31/2017,58.8,65.8,61.9,Clear
4/1/2017,54.5,69.5,62.3,Clear
4/2/2017,55.8,72.3,63.5,Clear
4/3/2017,57.6,62.9,59.5,Overcast
4/4/2017,58.9,66.6,62.6,Partially cloudy
4/5/2017,57.9,74.6,65.2,Partially cloudy
4/6/2017,58.7,70.7,63.6,Partially cloudy
4/7/2017,57.8,69.6,63,Partially cloudy
4/8/2017,58.7,68.7,62.5,Partially cloudy
4/9/2017,54.7,67.7,61.2,Partially cloudy
4/10/2017,55,69.6,62.4,Partially cloudy
4/11/2017,55.6,69.6,62.3,Partially cloudy
4/12/2017,56.3,69.6,63.1,Partially cloudy
4/13/2017,60.8,72.7,65.1,Partially cloudy
4/14/2017,57,65.6,61.2,Partially cloudy
4/15/2017,55.5,71.8,63.6,Clear
4/16/2017,56.9,72.5,63.9,Partially cloudy
4/17/2017,57.7,72.3,64.5,"Rain, Partially cloudy"
4/18/2017,61.9,69.6,65.1,Partially cloudy
4/19/2017,60.8,70.8,64.4,Partially cloudy
4/20/2017,58.5,70.8,64.3,Partially cloudy
4/21/2017,58.7,77.8,67.3,Clear
4/22/2017,59.7,79.9,69,Partially cloudy
4/23/2017,62.6,67.9,64.6,Partially cloudy
4/24/2017,61,66.8,63.5,Partially cloudy
4/25/2017,61.6,68.7,64.3,Partially cloudy
4/26/2017,58.3,69.1,64.1,Partially cloudy
4/27/2017,61.9,68.7,64.2,Partially cloudy
4/28/2017,61,73.2,66.1,Partially cloudy
4/29/2017,59.9,80.5,70.2,Clear
4/30/2017,60.4,81.9,71,Clear
5/1/2017,60.1,76.3,67.1,Clear
5/2/2017,60.8,69.6,64.8,Partially cloudy
5/3/2017,61.4,73.2,66.7,Partially cloudy
5/4/2017,63.9,72.6,66.7,Partially cloudy
5/5/2017,61.8,65,63.5,Overcast
5/6/2017,55.3,63,60.5,"Rain, Overcast"
5/7/2017,53.4,58.5,55.7,"Rain, Partially cloudy"
5/8/2017,53,65.9,60.3,Partially cloudy
5/9/2017,58.9,64.8,61.9,Partially cloudy
5/10/2017,59.9,66.6,63.2,"Rain, Partially cloudy"
5/11/2017,61,68,64.6,Partially cloudy
5/12/2017,61,66.7,62.8,Partially cloudy
5/13/2017,60.6,69.6,63.8,Partially cloudy
5/14/2017,59.5,64.9,61.6,Partially cloudy
5/15/2017,57.7,63.7,60.4,"Rain, Partially cloudy"
5/16/2017,58.7,64.1,60.9,Partially cloudy
5/17/2017,58.9,66.5,62.3,Partially cloudy
5/18/2017,60.8,68.8,64.6,Partially cloudy
5/19/2017,59.1,79.3,70.1,Clear
5/20/2017,63.9,83.3,72.1,Clear
5/21/2017,62.4,77.8,68.6,Partially cloudy
5/22/2017,61.7,71.7,65.5,Partially cloudy
5/23/2017,62.2,72.4,66.1,Partially cloudy
5/24/2017,60.9,68.9,63.8,Partially cloudy
5/25/2017,60.9,66.7,63.5,Overcast
5/26/2017,62.8,69.9,65.6,Partially cloudy
5/27/2017,61,69.2,64.6,Partially cloudy
5/28/2017,58.1,69.7,63.9,Partially cloudy
5/29/2017,61,66,62.6,Overcast
5/30/2017,59.9,65.7,62.6,Overcast
5/31/2017,60.1,64.9,62.2,Overcast
6/1/2017,60.9,69,64.5,Partially cloudy
6/2/2017,63.9,72.5,66.5,Overcast
6/3/2017,62.8,65.9,64,Overcast
6/4/2017,61.1,66,63.2,Overcast
6/5/2017,61,65.2,62.9,Overcast
6/6/2017,62.2,65.8,63.7,Partially cloudy
6/7/2017,62.8,65.2,63.7,Overcast
6/8/2017,62.8,71.1,65.9,Overcast
6/9/2017,63,71.7,66.7,Partially cloudy
6/10/2017,61.9,65.6,63.7,Overcast
6/11/2017,59.9,66,63,"Rain, Overcast"
6/12/2017,59.2,69.9,64.8,Partially cloudy
6/13/2017,58.5,74.5,66.9,Clear
6/14/2017,61,75.1,67.6,Clear
6/15/2017,62.3,77.7,69.2,Partially cloudy
6/16/2017,61.9,81.7,69.9,Partially cloudy
6/17/2017,64.7,77.8,69.5,Partially cloudy
6/18/2017,64.9,73.4,68.8,Partially cloudy
6/19/2017,65,77.9,69.5,Partially cloudy
6/20/2017,65,73.9,68.6,Partially cloudy
6/21/2017,63.6,72.7,67.7,Partially cloudy
6/22/2017,61.8,70.9,65.5,Overcast
6/23/2017,65.8,72.7,68,Overcast
6/24/2017,64.9,73.6,67.6,Partially cloudy
6/25/2017,64.8,74.9,69.5,Partially cloudy
6/26/2017,65.3,81.1,71.5,Clear
6/27/2017,64.9,79.7,71.4,Clear
6/28/2017,62.7,70.5,65.3,Partially cloudy
6/29/2017,62.8,68.8,65.1,Overcast
6/30/2017,63.9,70.8,66.5,Overcast
7/1/2017,64.1,69.3,65.9,Overcast
7/2/2017,64.9,71,67.1,Partially cloudy
7/3/2017,64.1,76.8,69.7,Partially cloudy
7/4/2017,66.6,76.5,70.4,Partially cloudy
7/5/2017,66.5,76.7,70.6,Partially cloudy
7/6/2017,65.8,78.6,71.7,Partially cloudy
7/7/2017,68.9,77.6,73.2,Partially cloudy
7/8/2017,69.2,75.8,71.9,Partially cloudy
7/9/2017,69,75.8,72.8,Partially cloudy
7/10/2017,70,78.5,72.8,Partially cloudy
7/11/2017,69.7,78.6,72.8,Partially cloudy
7/12/2017,69.9,78.2,73.6,Partially cloudy
7/13/2017,69.9,77.9,73,Partially cloudy
7/14/2017,69.9,76.7,72.7,Partially cloudy
7/15/2017,68.8,73.9,71.4,Partially cloudy
7/16/2017,68,74,70.7,Overcast
7/17/2017,69.9,75.6,71.8,Partially cloudy
7/18/2017,69.8,79.4,73.8,Partially cloudy
7/19/2017,70.9,80.6,74.5,Partially cloudy
7/20/2017,69.9,75.9,72.6,Partially cloudy
7/21/2017,69,77.7,71.8,Partially cloudy
7/22/2017,69,74.1,71.2,Partially cloudy
7/23/2017,69,76.9,71.6,Partially cloudy
7/24/2017,70,75.6,71.9,Partially cloudy
7/25/2017,69.9,74.8,71.9,Overcast
7/26/2017,70.9,77.8,73.3,Overcast
7/27/2017,70.1,78.9,73.3,Partially cloudy
7/28/2017,68.6,75.6,71.3,Overcast
7/29/2017,68.5,74.9,70.8,Partially cloudy
7/30/2017,68.8,77.8,72.1,Partially cloudy
7/31/2017,69.9,77.8,72.5,Overcast
8/1/2017,69.9,79.7,73.5,Partially cloudy
8/2/2017,71.5,83.5,76,Partially cloudy
8/3/2017,70.9,79.4,74.1,Partially cloudy
8/4/2017,70.8,81.7,74.4,Partially cloudy
8/5/2017,69.7,76.5,71.9,Partially cloudy
8/6/2017,69.9,77.6,72.7,Partially cloudy
8/7/2017,71.8,78.1,73.9,Partially cloudy
8/8/2017,70.9,77.9,73.3,Partially cloudy
8/9/2017,69,77.8,72.6,Partially cloudy
8/10/2017,68.8,76.7,72,Partially cloudy
8/11/2017,68.8,76.9,71.6,Partially cloudy
8/12/2017,67.8,75.7,70.3,Overcast
8/13/2017,67.7,75.6,70.5,Partially cloudy
8/14/2017,66,74,68.7,Partially cloudy
8/15/2017,65.8,69.2,67.5,Partially cloudy
8/16/2017,66.5,75.4,70,Partially cloudy
8/17/2017,65.9,75.8,70.5,Partially cloudy
8/18/2017,68,75.8,71.2,Partially cloudy
8/19/2017,67.8,75.8,70.3,Overcast
8/20/2017,68.9,74.3,70.6,Overcast
8/21/2017,69.9,76.9,72.3,Partially cloudy
8/22/2017,69.1,75.9,71.7,Overcast
8/23/2017,66.9,70.9,69,Overcast
8/24/2017,66.8,70.8,68.5,Overcast
8/25/2017,66.7,71.9,68.8,Overcast
8/26/2017,66.8,75.9,70.8,Partially cloudy
8/27/2017,68.2,76.7,71.7,Partially cloudy
8/28/2017,68,78,72.9,Partially cloudy
8/29/2017,67.7,81.9,73.7,Partially cloudy
8/30/2017,69.8,84.2,74.8,Partially cloudy
8/31/2017,68.2,80.2,72.8,Partially cloudy
9/1/2017,70.2,88.5,78.7,Partially cloudy
9/2/2017,70.7,88.3,80,Partially cloudy
9/3/2017,71.1,91,78.7,"Rain, Partially cloudy"
9/4/2017,71.1,75.8,72.6,"Rain, Partially cloudy"
9/5/2017,70.1,79.2,74,Partially cloudy
9/6/2017,71.1,79.2,74.1,Partially cloudy
9/7/2017,69.3,79.1,73.2,Partially cloudy
9/8/2017,69.2,76.9,72.3,"Rain, Partially cloudy"
9/9/2017,69.2,77,72.4,"Rain, Partially cloudy"
9/10/2017,69.2,79.1,73.8,Partially cloudy
9/11/2017,71.2,80.8,75.2,Partially cloudy
9/12/2017,71.1,78.1,73.4,Partially cloudy
9/13/2017,69,75.9,71.5,Partially cloudy
9/14/2017,67.5,75.9,70.9,Partially cloudy
9/15/2017,68.6,74.7,70.7,Partially cloudy
9/16/2017,66.5,74.1,69.3,Partially cloudy
9/17/2017,67.6,74.1,70.2,Partially cloudy
9/18/2017,67.8,74.8,70.5,Partially cloudy
9/19/2017,68,73.2,70.3,Overcast
9/20/2017,67.8,71.8,69.3,Partially cloudy
9/21/2017,65.7,73.2,68.5,Partially cloudy
9/22/2017,62.9,71.9,67.1,Partially cloudy
9/23/2017,61.7,70.3,66.3,Partially cloudy
9/24/2017,59.7,77.1,68.8,Clear
9/25/2017,61.9,83,71.7,Clear
9/26/2017,62.7,77.7,69.6,Partially cloudy
9/27/2017,63.9,77.9,70.8,Partially cloudy
9/28/2017,63.4,78.1,70.7,Partially cloudy
9/29/2017,63.5,77,70.5,Partially cloudy
9/30/2017,66.1,72.1,68.1,Partially cloudy
10/1/2017,65.9,70.2,67.9,Overcast
10/2/2017,66.3,72.4,68.8,Partially cloudy
10/3/2017,65.8,71.2,68.3,Partially cloudy
10/4/2017,62.8,74.1,68.1,Clear
10/5/2017,60.5,76.8,68.5,Clear
10/6/2017,59.7,85.3,71.7,Clear
10/7/2017,61.9,88,73.3,Clear
10/8/2017,65.1,70.5,67.3,Overcast
10/9/2017,65.6,75.9,69.3,Partially cloudy
10/10/2017,60.4,75.2,67.5,Partially cloudy
10/11/2017,62.1,74,67.4,Partially cloudy
10/12/2017,65.8,73,68.5,Partially cloudy
10/13/2017,64.4,73.2,68,Partially cloudy
10/14/2017,61.2,74.1,67.7,Partially cloudy
10/15/2017,60.4,89.9,72.9,Clear
10/16/2017,66,86.3,76.5,Clear
10/17/2017,67.5,84.3,74.6,Partially cloudy
10/18/2017,66.4,74.1,70.4,Partially cloudy
10/19/2017,66,72.1,68.8,Partially cloudy
10/20/2017,65.1,70.9,67.8,Partially cloudy
10/21/2017,60.7,73.3,67.2,Clear
10/22/2017,60,84.3,72.5,Clear
10/23/2017,64,91.8,77.7,Clear
10/24/2017,66.9,95.8,81,Clear
10/25/2017,69.6,96.8,80.3,Clear
10/26/2017,66.2,87.8,74.6,Clear
10/27/2017,60,78,67.9,Partially cloudy
10/28/2017,64.2,72.1,66.9,Partially cloudy
10/29/2017,64.2,68.1,65.6,Overcast
10/30/2017,64.2,66.7,64.8,Partially cloudy
10/31/2017,63.2,67.1,64.8,Partially cloudy
11/1/2017,64.2,68.2,65.5,Partially cloudy
11/2/2017,61.7,68.1,65.3,Partially cloudy
11/3/2017,58.4,69.1,63.8,Partially cloudy
11/4/2017,57.7,69.4,64.3,Partially cloudy
11/5/2017,60.2,71,64.5,Partially cloudy
11/6/2017,58.8,69.5,64,Partially cloudy
11/7/2017,62.1,70.4,65.3,Partially cloudy
11/8/2017,57.7,72.3,64.4,Partially cloudy
11/9/2017,63,71.2,65.9,Partially cloudy
11/10/2017,57.5,69.2,62.8,Partially cloudy
11/11/2017,55.6,68.1,61.7,Partially cloudy
11/12/2017,57.7,67.7,62.5,Partially cloudy
11/13/2017,58.8,70.1,63.6,Partially cloudy
11/14/2017,54.8,72,63.7,Partially cloudy
11/15/2017,56.7,74.8,64.8,Partially cloudy
11/16/2017,60.5,77.9,68.2,Partially cloudy
11/17/2017,62.8,72,66.1,Partially cloudy
11/18/2017,56.7,71.8,63.5,Partially cloudy
11/19/2017,52.2,72,62.5,Partially cloudy
11/20/2017,52.6,72.2,62,Partially cloudy
11/21/2017,56.9,80.9,67.3,Partially cloudy
11/22/2017,59.9,91.5,73.2,Clear
11/23/2017,62,86.4,72.7,Clear
11/24/2017,59.8,79.2,68,Clear
11/25/2017,56,63.5,60.3,Partially cloudy
11/26/2017,55.3,65.9,60.4,Partially cloudy
11/27/2017,55.5,66.1,61.1,"Rain, Partially cloudy"
11/28/2017,50.2,64.6,57.9,Partially cloudy
11/29/2017,57,66.6,61.6,Partially cloudy
11/30/2017,55.9,66.7,61.2,Overcast
12/1/2017,55.9,70.3,62.3,Partially cloudy
12/2/2017,55,69.2,61.6,Partially cloudy
12/3/2017,59.7,67.7,62.2,Partially cloudy
12/4/2017,53.8,65.7,59.2,Partially cloudy
12/5/2017,48.7,71.3,59.1,Partially cloudy
12/6/2017,49.1,70.9,59.8,Clear
12/7/2017,49.9,78.5,65.4,Clear
12/8/2017,52.1,71.6,63.1,Partially cloudy
12/9/2017,52.2,78.3,62.9,Partially cloudy
12/10/2017,53.9,78.3,64.7,Partially cloudy
12/11/2017,53.7,78.8,65.7,Partially cloudy
12/12/2017,51.5,77.5,63.8,Clear
12/13/2017,50.9,77.9,62.8,Clear
12/14/2017,49.6,72.9,59.4,Partially cloudy
12/15/2017,50.9,75.8,62,Clear
12/16/2017,53.1,64.9,58.8,Partially cloudy
12/17/2017,50.7,70.7,59.3,Clear
12/18/2017,49.3,69.3,58.6,Clear
12/19/2017,48.4,66.1,57.4,Clear
12/20/2017,47.7,62.9,55.9,"Rain, Partially cloudy"
12/21/2017,48.1,62.2,55.3,Clear
12/22/2017,43.2,64.2,54,Clear
12/23/2017,45,65,55.2,Partially cloudy
12/24/2017,45.7,65.4,55.7,Partially cloudy
12/25/2017,45.5,65.3,55.4,Partially cloudy
12/26/2017,47.9,63.1,56.1,Partially cloudy
12/27/2017,50,69.8,58.1,Partially cloudy
12/28/2017,48.6,72.7,59.9,Partially cloudy
12/29/2017,49.2,74.6,61.2,Partially cloudy
12/30/2017,51,71.4,58.9,Partially cloudy
12/31/2017,51.3,64.3,57.2,Partially cloudy
1/1/2018,50.8,65,57.3,Partially cloudy
1/2/2018,54.2,70.5,61.8,Partially cloudy
1/3/2018,56.1,66.6,60.7,Overcast
1/4/2018,53.9,70.6,62.6,Partially cloudy
1/5/2018,55.9,72,62.2,Partially cloudy
1/6/2018,59,67.3,61.9,Overcast
1/7/2018,56.2,66.2,61.6,Overcast
1/8/2018,61,68.8,64,"Rain, Overcast"
1/9/2018,57.1,64.9,60.4,"Rain, Overcast"
1/10/2018,55.9,61.2,58.6,"Rain, Overcast"
1/11/2018,51.2,66.5,58.6,Clear
1/12/2018,52.3,66.7,57.7,Partially cloudy
1/13/2018,52.2,78.7,64.8,Partially cloudy
1/14/2018,55.9,77.9,64.5,Partially cloudy
1/15/2018,52.1,66.8,60,Partially cloudy
1/16/2018,54.1,67.9,60.5,Overcast
1/17/2018,53.2,71,60.9,Partially cloudy
1/18/2018,54.8,65.6,59.8,Partially cloudy
1/19/2018,56.8,62.1,59.3,"Rain, Overcast"
1/20/2018,55.6,61,58.1,Partially cloudy
1/21/2018,48.3,61.9,55.3,Partially cloudy
1/22/2018,47.5,64.9,56.2,Partially cloudy
1/23/2018,46.9,68.7,58.1,Clear
1/24/2018,48.8,74.2,60.4,Partially cloudy
1/25/2018,47.7,63.7,55.7,"Rain, Partially cloudy"
1/26/2018,52.6,62.8,56.7,Partially cloudy
1/27/2018,46.8,66.7,57.4,Partially cloudy
1/28/2018,49.7,80.9,63.3,Clear
1/29/2018,54.5,81.2,67.5,Partially cloudy
1/30/2018,58.7,81.9,68.9,Overcast
1/31/2018,54.8,73,63.4,Partially cloudy
2/1/2018,53.2,68.4,59.8,Partially cloudy
2/2/2018,53.5,77.1,64,Partially cloudy
2/3/2018,53.7,74.3,63.5,Clear
2/4/2018,52,75.5,62.8,Clear
2/5/2018,52.4,65.4,59,Partially cloudy
2/6/2018,57.5,62.9,59.5,Partially cloudy
2/7/2018,53.2,74.6,63.2,Partially cloudy
2/8/2018,51.8,73.6,62.8,Clear
2/9/2018,53.6,62.8,58.1,Partially cloudy
2/10/2018,58.7,63.2,60.7,Overcast
2/11/2018,54.8,67.5,61.4,Partially cloudy
2/12/2018,57.8,62.6,60.4,Overcast
2/13/2018,53,64.9,59.2,Overcast
2/14/2018,58.4,69,62.3,Overcast
2/15/2018,56.3,69,61.9,Partially cloudy
2/16/2018,55.3,74.9,64,Partially cloudy
2/17/2018,50.6,74,62.2,Partially cloudy
2/18/2018,53.5,66.5,60,Partially cloudy
2/19/2018,52.1,59.9,56.7,Partially cloudy
2/20/2018,44.3,57.5,51.7,Clear
2/21/2018,46.1,58.6,52.5,Partially cloudy
2/22/2018,46.9,58.1,53.2,"Rain, Overcast"
2/23/2018,50.4,56.7,54.4,"Rain, Partially cloudy"
2/24/2018,44.1,62.6,53.3,Clear
2/25/2018,45.5,65.6,55.8,Clear
2/26/2018,50.3,62.1,56.5,Partially cloudy
2/27/2018,49.7,56.6,52.8,"Rain, Overcast"
2/28/2018,46.2,58.8,53,Partially cloudy
3/1/2018,48.3,61.8,54.9,Clear
3/2/2018,48.1,64.7,56.7,Partially cloudy
3/3/2018,55.1,62.7,57.7,"Rain, Overcast"
3/4/2018,51.4,60.9,56.5,"Rain, Partially cloudy"
3/5/2018,46.8,69.4,59,Partially cloudy
3/6/2018,53.4,73.7,62.4,Partially cloudy
3/7/2018,54.6,71.2,61.6,Overcast
3/8/2018,55.6,68.7,61.5,Overcast
3/9/2018,54.6,66.4,59.9,Overcast
3/10/2018,58.7,60.1,59.5,"Rain, Overcast"
3/11/2018,59.9,66.5,62.6,Overcast
3/12/2018,60,65.9,62.6,Overcast
3/13/2018,58.9,67.5,62,Overcast
3/14/2018,59.9,66.1,61.9,"Rain, Overcast"
3/15/2018,56.5,62.4,59,"Rain, Partially cloudy"
3/16/2018,51.5,62.5,57.1,Overcast
3/17/2018,52.2,63.5,57.2,"Rain, Overcast"
3/18/2018,50.7,61.9,56.7,Partially cloudy
3/19/2018,50.9,67.7,59.2,Partially cloudy
3/20/2018,53,69.8,61.1,Overcast
3/21/2018,55.8,73.5,65.5,Partially cloudy
3/22/2018,60.8,71.6,64.9,Overcast
3/23/2018,58.9,64.9,60.9,Overcast
3/24/2018,57.6,62.1,59.4,Overcast
3/25/2018,55.4,63.8,58.5,Partially cloudy
3/26/2018,51.8,63,58,Partially cloudy
3/27/2018,51.2,69,60.2,Clear
3/28/2018,53.4,69.5,61.6,Clear
3/29/2018,54,68.8,60.9,Partially cloudy
3/30/2018,56.7,68.6,61,Partially cloudy
3/31/2018,54.1,65.7,58.8,Overcast
4/1/2018,57.7,63.8,60.2,Overcast
4/2/2018,58.7,62.8,60.7,Overcast
4/3/2018,58.6,67.6,62,Partially cloudy
4/4/2018,56.9,62.9,59.8,Overcast
4/5/2018,56,66.4,60.4,Overcast
4/6/2018,58.6,66.5,62,Overcast
4/7/2018,60.1,69.8,64.2,Overcast
4/8/2018,59.7,71,63.8,Partially cloudy
4/9/2018,58.7,75.8,66.1,Partially cloudy
4/10/2018,60.5,83.9,70,Partially cloudy
4/11/2018,60.3,70.5,64.2,Partially cloudy
4/12/2018,59.7,65.9,61.9,Partially cloudy
4/13/2018,54.7,72.4,64.6,Clear
4/14/2018,57.1,81.4,69.4,Clear
4/15/2018,57.4,73.9,64.6,Partially cloudy
4/16/2018,57.6,65,61.1,Partially cloudy
4/17/2018,54.8,67,59.6,Clear
4/18/2018,53.4,64.5,59.3,Partially cloudy
4/19/2018,55.8,62.8,58.2,"Rain, Partially cloudy"
4/20/2018,53.7,66.7,60.3,Clear
4/21/2018,55.1,72,63.4,Partially cloudy
4/22/2018,57.6,72.9,63.7,Partially cloudy
4/23/2018,56.7,69,61.2,Overcast
4/24/2018,56.7,65.9,60.6,Overcast
4/25/2018,56.9,66.6,61.2,Overcast
4/26/2018,57.8,66.6,61.3,Overcast
4/27/2018,57.8,65.6,61.2,Partially cloudy
4/28/2018,57.5,68.6,61.9,Partially cloudy
4/29/2018,58.7,64.7,61.3,Overcast
4/30/2018,57.6,62.1,59.5,"Rain, Overcast"
5/1/2018,54.2,59.1,57.3,"Rain, Overcast"
5/2/2018,53.9,62.8,58.2,"Rain, Overcast"
5/3/2018,54.1,67.1,61.4,Clear
5/4/2018,57.1,77.8,66.3,Clear
5/5/2018,59.8,73.2,66.7,Partially cloudy
5/6/2018,60.3,71.7,64.6,Partially cloudy
5/7/2018,59.7,66.8,62.5,Partially cloudy
5/8/2018,58.7,65.8,61.4,Overcast
5/9/2018,59.9,69.4,63.6,Partially cloudy
5/10/2018,60.1,67.4,62.7,Overcast
5/11/2018,58.9,61.9,60.3,Overcast
5/12/2018,56.8,63.9,60.6,"Rain, Overcast"
5/13/2018,60.1,68,63.2,Partially cloudy
5/14/2018,60.1,68,63.2,Overcast
5/15/2018,61,69,63.8,Partially cloudy
5/16/2018,61,67.8,63.9,Partially cloudy
5/17/2018,59.9,64.9,62.2,Overcast
5/18/2018,60.9,64.1,61.7,Overcast
5/19/2018,60.1,65.8,62.2,Overcast
5/20/2018,60.1,64.9,62.2,Overcast
5/21/2018,58.9,62.8,60.8,Overcast
5/22/2018,59.9,65,62.2,Partially cloudy
5/23/2018,60.7,65.9,62.7,Overcast
5/24/2018,60.1,65.9,62.4,Overcast
5/25/2018,61,68.9,64,Overcast
5/26/2018,60.1,66,62.8,Overcast
5/27/2018,60.1,67.8,63.8,Partially cloudy
5/28/2018,61,68.8,64.1,Overcast
5/29/2018,60.9,64.8,62.5,Overcast
5/30/2018,60.9,66.7,63.5,Overcast
5/31/2018,59.9,69.2,63.8,Overcast
6/1/2018,61.7,70.2,65.2,Partially cloudy
6/2/2018,59.9,70.9,65.3,Partially cloudy
6/3/2018,62.8,71.6,66.7,Partially cloudy
6/4/2018,61.9,67.9,64.2,Overcast
6/5/2018,61.9,66.7,63.8,Overcast
6/6/2018,63,69.5,65.5,Overcast
6/7/2018,61.9,68,64.8,Partially cloudy
6/8/2018,60.6,75.3,67.6,Partially cloudy
6/9/2018,63.8,75.2,68.4,Partially cloudy
6/10/2018,63.9,70.7,67,Partially cloudy
6/11/2018,63.8,72.5,67.4,Partially cloudy
6/12/2018,64.8,71.6,67.7,Partially cloudy
6/13/2018,64.6,72.7,68.3,Partially cloudy
6/14/2018,65,75.8,68.8,Overcast
6/15/2018,65,73.7,68.4,Overcast
6/16/2018,62.8,64.9,63.7,Overcast
6/17/2018,62.9,68.9,64.9,Overcast
6/18/2018,64.1,71.1,67.1,Partially cloudy
6/19/2018,64.9,70.8,66.8,Overcast
6/20/2018,63.9,70.2,65.6,Overcast
6/21/2018,63.7,69.1,65.3,Overcast
6/22/2018,63.9,73.8,67.9,Overcast
6/23/2018,62.8,65.9,64.3,Overcast
6/24/2018,63,69.1,65.4,Overcast
6/25/2018,63.9,71.8,67.1,Partially cloudy
